Rating Date,Team,Division,Rating Score
17/10/2022 (v6.0),Vancouver Canucks,PAC,0.044134569943600196
17/10/2022 (v6.0),Vegas Golden Knights,PAC,0.9423539383856101
17/10/2022 (v6.0),Washington Capitals,MET,0.5198283963815311
17/10/2022 (v6.0),Winnipeg Jets,CEN,0.4998654349695448
22/10/2022 (v6.0),Anaheim Ducks,PAC,0.14228271681380233
22/10/2022 (v6.0),Arizona Coyotes,CEN,0.20679104292343875
22/10/2022 (v6.0),Boston Bruins,ATL,0.6596906302637258
22/10/2022 (v6.0),Buffalo Sabres,ATL,0.7962967339764311
22/10/2022 (v6.0),Calgary Flames,CEN,0.7711799669043231
22/10/2022 (v6.0),Carolina Hurricanes,MET,0.6160599837673385
22/10/2022 (v6.0),Chicago Blackhawks,CEN,0.4111174569564032
22/10/2022 (v6.0),Colorado Avalanche,CEN,0.5849066536348975
22/10/2022 (v6.0),Columbus Blue Jackets,MET,0.284998719721336
22/10/2022 (v6.0),Dallas Stars,CEN,0.8209578126548035
22/10/2022 (v6.0),Detroit Red Wings,ATL,0.5659097263081638
22/10/2022 (v6.0),Edmonton Oilers,PAC,0.45251937042239543
22/10/2022 (v6.0),Florida Panthers,ATL,0.603546304929394
22/10/2022 (v6.0),Los Angeles Kings,PAC,0.28717824676484827
22/10/2022 (v6.0),Minnesota Wild,CEN,0.27174860383809174
22/10/2022 (v6.0),Montréal Canadiens,ATL,0.44324941495968884
22/10/2022 (v6.0),Nashville Predators,CEN,0.267683522413548
22/10/2022 (v6.0),New Jersey Devils,MET,0.639493117157471
22/10/2022 (v6.0),New York Islanders,MET,0.4070737721312833
22/10/2022 (v6.0),New York Rangers,MET,0.613451015207091
22/10/2022 (v6.0),Ottawa Senators,ATL,0.6484761356742419
22/10/2022 (v6.0),Philadelphia Flyers,MET,0.7692528365458285
22/10/2022 (v6.0),Pittsburgh Penguins,MET,0.8329373414159595
22/10/2022 (v6.0),San Jose Sharks,PAC,0.15737676519047086
22/10/2022 (v6.0),Seattle Kraken,PAC,0.4638581755779063
22/10/2022 (v6.0),St. Louis Blues,CEN,0.8592223439690292
22/10/2022 (v6.0),Tampa Bay Lightning,ATL,0.5266647740775754
22/10/2022 (v6.0),Toronto Maple Leafs,ATL,0.683717897789759
22/10/2022 (v6.0),Vancouver Canucks,PAC,0.08649277151247961
22/10/2022 (v6.0),Vegas Golden Knights,PAC,0.6346570480867864
22/10/2022 (v6.0),Washington Capitals,MET,0.43018105463359735
22/10/2022 (v6.0),Winnipeg Jets,CEN,0.31263556792538716
31/10/2022 (v6.0),Anaheim Ducks,PAC,0.11090013739391637
31/10/2022 (v6.0),Arizona Coyotes,CEN,0.2634452413783598
31/10/2022 (v6.0),Boston Bruins,ATL,0.835918990502174
31/10/2022 (v6.0),Buffalo Sabres,ATL,0.7058804602430255
31/10/2022 (v6.0),Calgary Flames,CEN,0.7162052702498882
31/10/2022 (v6.0),Carolina Hurricanes,MET,0.5670394472373073
31/10/2022 (v6.0),Chicago Blackhawks,CEN,0.4928305592665839
31/10/2022 (v6.0),Colorado Avalanche,CEN,0.4101304118675682
31/10/2022 (v6.0),Columbus Blue Jackets,MET,0.22147245610826083
31/10/2022 (v6.0),Dallas Stars,CEN,0.5884587993534706
31/10/2022 (v6.0),Detroit Red Wings,ATL,0.4040139119410147
31/10/2022 (v6.0),Edmonton Oilers,PAC,0.7589116358177417
31/10/2022 (v6.0),Florida Panthers,ATL,0.5321210054813754
31/10/2022 (v6.0),Los Angeles Kings,PAC,0.5260826799859194
31/10/2022 (v6.0),Minnesota Wild,CEN,0.43493233481377364
31/10/2022 (v6.0),Montréal Canadiens,ATL,0.5340454302546226
31/10/2022 (v6.0),Nashville Predators,CEN,0.2878040211857588
31/10/2022 (v6.0),New Jersey Devils,MET,0.7714777546892991
31/10/2022 (v6.0),New York Islanders,MET,0.6601743947023581
31/10/2022 (v6.0),New York Rangers,MET,0.5631738930142939
31/10/2022 (v6.0),Ottawa Senators,ATL,0.5565630230639638
31/10/2022 (v6.0),Philadelphia Flyers,MET,0.6619605309898837
31/10/2022 (v6.0),Pittsburgh Penguins,MET,0.4046273884209302
31/10/2022 (v6.0),San Jose Sharks,PAC,0.274800111677889
31/10/2022 (v6.0),Seattle Kraken,PAC,0.4636521612841971
31/10/2022 (v6.0),St. Louis Blues,CEN,0.29547968755840653
31/10/2022 (v6.0),Tampa Bay Lightning,ATL,0.5421538337166515
31/10/2022 (v6.0),Toronto Maple Leafs,ATL,0.3945374517973712
31/10/2022 (v6.0),Vancouver Canucks,PAC,0.22751442919782333
31/10/2022 (v6.0),Vegas Golden Knights,PAC,0.7785534404569983
31/10/2022 (v6.0),Washington Capitals,MET,0.5473160557119572
31/10/2022 (v6.0),Winnipeg Jets,CEN,0.5596962485542041
13/11/2022 (v6.2),Anaheim Ducks,PAC,0.09296623745284331
13/11/2022 (v6.2),Arizona Coyotes,CEN,0.4161878417644188
13/11/2022 (v6.2),Boston Bruins,ATL,0.8443101629776228
13/11/2022 (v6.2),Buffalo Sabres,ATL,0.45679825121623496
13/11/2022 (v6.2),Calgary Flames,CEN,0.45874835792726876
13/11/2022 (v6.2),Carolina Hurricanes,MET,0.496781841739812
13/11/2022 (v6.2),Chicago Blackhawks,CEN,0.371121965121384
13/11/2022 (v6.2),Colorado Avalanche,CEN,0.6115006491754087
13/11/2022 (v6.2),Columbus Blue Jackets,MET,0.25032972636722833
13/11/2022 (v6.2),Dallas Stars,CEN,0.5803106869227495
13/11/2022 (v6.2),Detroit Red Wings,ATL,0.40510250699775124
13/11/2022 (v6.2),Edmonton Oilers,PAC,0.5950287072920092
13/11/2022 (v6.2),Florida Panthers,ATL,0.46901134937927486
13/11/2022 (v6.2),Los Angeles Kings,PAC,0.5738360503707661
13/11/2022 (v6.2),Minnesota Wild,CEN,0.44597160619028503
13/11/2022 (v6.2),Montréal Canadiens,ATL,0.4201346390893067
13/11/2022 (v6.2),Nashville Predators,CEN,0.3455699010738138
13/11/2022 (v6.2),New Jersey Devils,MET,0.8312296221975098
13/11/2022 (v6.2),New York Islanders,MET,0.692490731141216
13/11/2022 (v6.2),New York Rangers,MET,0.4705231022560158
13/11/2022 (v6.2),Ottawa Senators,ATL,0.4076296075117806
13/11/2022 (v6.2),Philadelphia Flyers,MET,0.5097800912835395
13/11/2022 (v6.2),Pittsburgh Penguins,MET,0.38158378279792143
13/11/2022 (v6.2),San Jose Sharks,PAC,0.29099554731650124
13/11/2022 (v6.2),Seattle Kraken,PAC,0.6791320042335589
13/11/2022 (v6.2),St. Louis Blues,CEN,0.25744628086684673
13/11/2022 (v6.2),Tampa Bay Lightning,ATL,0.4933202776368051
13/11/2022 (v6.2),Toronto Maple Leafs,ATL,0.5574268955854069
13/11/2022 (v6.2),Vancouver Canucks,PAC,0.29862189051353644
13/11/2022 (v6.2),Vegas Golden Knights,PAC,0.7838633182362194
13/11/2022 (v6.2),Washington Capitals,MET,0.4574705721730165
13/11/2022 (v6.2),Winnipeg Jets,CEN,0.6423966274066444
27/11/2022 (v6.2),Anaheim Ducks,PAC,0.11297717091775264
27/11/2022 (v6.2),Arizona Coyotes,CEN,0.3706717743668965
27/11/2022 (v6.2),Boston Bruins,ATL,0.8490142927887688
27/11/2022 (v6.2),Buffalo Sabres,ATL,0.4129465076269851
27/11/2022 (v6.2),Calgary Flames,CEN,0.4294105853384823
27/11/2022 (v6.2),Carolina Hurricanes,MET,0.4527711813055644
27/11/2022 (v6.2),Chicago Blackhawks,CEN,0.2250339753496148
27/11/2022 (v6.2),Colorado Avalanche,CEN,0.646559366984303
27/11/2022 (v6.2),Columbus Blue Jackets,MET,0.2943339399264601
27/11/2022 (v6.2),Dallas Stars,CEN,0.6033084270707818
27/11/2022 (v6.2),Detroit Red Wings,ATL,0.5313350234430908
27/11/2022 (v6.2),Edmonton Oilers,PAC,0.5107043897739102
27/11/2022 (v6.2),Florida Panthers,ATL,0.4591156004256008
27/11/2022 (v6.2),Los Angeles Kings,PAC,0.5121026227673087
27/11/2022 (v6.2),Minnesota Wild,CEN,0.4008080401193754
27/11/2022 (v6.2),Montréal Canadiens,ATL,0.34936201522378574
27/11/2022 (v6.2),Nashville Predators,CEN,0.41215114655985785
27/11/2022 (v6.2),New Jersey Devils,MET,0.854038735914738
27/11/2022 (v6.2),New York Islanders,MET,0.6961690289648041
27/11/2022 (v6.2),New York Rangers,MET,0.47949123614470485
27/11/2022 (v6.2),Ottawa Senators,ATL,0.36078369359134
27/11/2022 (v6.2),Philadelphia Flyers,MET,0.27780381141573285
27/11/2022 (v6.2),Pittsburgh Penguins,MET,0.528276052204207
27/11/2022 (v6.2),San Jose Sharks,PAC,0.3063202463216344
27/11/2022 (v6.2),Seattle Kraken,PAC,0.7052203017000671
27/11/2022 (v6.2),St. Louis Blues,CEN,0.4147582844994728
27/11/2022 (v6.2),Tampa Bay Lightning,ATL,0.6197360649727551
27/11/2022 (v6.2),Toronto Maple Leafs,ATL,0.6852240612631214
27/11/2022 (v6.2),Vancouver Canucks,PAC,0.43528833163247493
27/11/2022 (v6.2),Vegas Golden Knights,PAC,0.6330632980461413
27/11/2022 (v6.2),Washington Capitals,MET,0.3911414478888351
27/11/2022 (v6.2),Winnipeg Jets,CEN,0.6065233109635928
04/12/2022 (v6.2),Anaheim Ducks,PAC,0.10981044474123704
04/12/2022 (v6.2),Arizona Coyotes,CEN,0.2915035065972784
04/12/2022 (v6.2),Boston Bruins,ATL,0.8687728686947591
04/12/2022 (v6.2),Buffalo Sabres,ATL,0.3683791211320625
04/12/2022 (v6.2),Calgary Flames,CEN,0.5058160617508237
04/12/2022 (v6.2),Carolina Hurricanes,MET,0.5546000495375281
04/12/2022 (v6.2),Chicago Blackhawks,CEN,0.22818183450537713
04/12/2022 (v6.2),Colorado Avalanche,CEN,0.5794121049349368
04/12/2022 (v6.2),Columbus Blue Jackets,MET,0.35086187494373045
04/12/2022 (v6.2),Dallas Stars,CEN,0.6859750107637788
04/12/2022 (v6.2),Detroit Red Wings,ATL,0.4267635371092338
04/12/2022 (v6.2),Edmonton Oilers,PAC,0.5651715189964183
04/12/2022 (v6.2),Florida Panthers,ATL,0.48022603651188633
04/12/2022 (v6.2),Los Angeles Kings,PAC,0.4427045828228672
04/12/2022 (v6.2),Minnesota Wild,CEN,0.48632912828658936
04/12/2022 (v6.2),Montréal Canadiens,ATL,0.3214404607397469
04/12/2022 (v6.2),Nashville Predators,CEN,0.4844561376564148
04/12/2022 (v6.2),New Jersey Devils,MET,0.848464251932462
04/12/2022 (v6.2),New York Islanders,MET,0.63663123891667
04/12/2022 (v6.2),New York Rangers,MET,0.44414452000157895
04/12/2022 (v6.2),Ottawa Senators,ATL,0.4216193200819652
04/12/2022 (v6.2),Philadelphia Flyers,MET,0.2946436194632991
04/12/2022 (v6.2),Pittsburgh Penguins,MET,0.5839371334585142
04/12/2022 (v6.2),San Jose Sharks,PAC,0.28630014746503263
04/12/2022 (v6.2),Seattle Kraken,PAC,0.6858670533177961
04/12/2022 (v6.2),St. Louis Blues,CEN,0.307397433999954
04/12/2022 (v6.2),Tampa Bay Lightning,ATL,0.6552404539854868
04/12/2022 (v6.2),Toronto Maple Leafs,ATL,0.7001000881221604
04/12/2022 (v6.2),Vancouver Canucks,PAC,0.4097231126850553
04/12/2022 (v6.2),Vegas Golden Knights,PAC,0.6102125874222895
04/12/2022 (v6.2),Washington Capitals,MET,0.37382468649618666
04/12/2022 (v6.2),Winnipeg Jets,CEN,0.6259707944285023
11/12/2022 (v6.4),Anaheim Ducks,PAC,0.08682765362043844
11/12/2022 (v6.4),Arizona Coyotes,CEN,0.2649174474755184
11/12/2022 (v6.4),Boston Bruins,ATL,0.8789967381381331
11/12/2022 (v6.4),Buffalo Sabres,ATL,0.4059612247376771
11/12/2022 (v6.4),Calgary Flames,CEN,0.5647893771389393
11/12/2022 (v6.4),Carolina Hurricanes,MET,0.5921975169880113
11/12/2022 (v6.4),Chicago Blackhawks,CEN,0.16136409383298353
11/12/2022 (v6.4),Colorado Avalanche,CEN,0.4882354855763146
11/12/2022 (v6.4),Columbus Blue Jackets,MET,0.25436290735225614
11/12/2022 (v6.4),Dallas Stars,CEN,0.7121251850128476
11/12/2022 (v6.4),Detroit Red Wings,ATL,0.4045012728134064
11/12/2022 (v6.4),Edmonton Oilers,PAC,0.6082991742427911
11/12/2022 (v6.4),Florida Panthers,ATL,0.46061922763640406
11/12/2022 (v6.4),Los Angeles Kings,PAC,0.47421472000829556
11/12/2022 (v6.4),Minnesota Wild,CEN,0.4355191165171123
11/12/2022 (v6.4),Montréal Canadiens,ATL,0.316297688746294
11/12/2022 (v6.4),Nashville Predators,CEN,0.38023524181936313
11/12/2022 (v6.4),New Jersey Devils,MET,0.8495173004329376
11/12/2022 (v6.4),New York Islanders,MET,0.6553696587764734
11/12/2022 (v6.4),New York Rangers,MET,0.5632552036036175
11/12/2022 (v6.4),Ottawa Senators,ATL,0.4036039208605784
11/12/2022 (v6.4),Philadelphia Flyers,MET,0.2881523453656133
11/12/2022 (v6.4),Pittsburgh Penguins,MET,0.6658110180129734
11/12/2022 (v6.4),San Jose Sharks,PAC,0.29132446354567965
11/12/2022 (v6.4),Seattle Kraken,PAC,0.6341955482546351
11/12/2022 (v6.4),St. Louis Blues,CEN,0.25406027421433225
11/12/2022 (v6.4),Tampa Bay Lightning,ATL,0.7080537560570647
11/12/2022 (v6.4),Toronto Maple Leafs,ATL,0.7801607091945053
11/12/2022 (v6.4),Vancouver Canucks,PAC,0.3796117902151437
11/12/2022 (v6.4),Vegas Golden Knights,PAC,0.5651385442544196
11/12/2022 (v6.4),Washington Capitals,MET,0.5084255533994382
11/12/2022 (v6.4),Winnipeg Jets,CEN,0.7575238998540271
18/12/2022 (v6.4),Anaheim Ducks,PAC,0.10421288161884487
18/12/2022 (v6.4),Arizona Coyotes,CEN,0.27250079907111746
18/12/2022 (v6.4),Boston Bruins,ATL,0.8903006634886628
18/12/2022 (v6.4),Buffalo Sabres,ATL,0.504162657180081
18/12/2022 (v6.4),Calgary Flames,CEN,0.5301363234494639
18/12/2022 (v6.4),Carolina Hurricanes,MET,0.683099805894663
18/12/2022 (v6.4),Chicago Blackhawks,CEN,0.12328048621128439
18/12/2022 (v6.4),Colorado Avalanche,CEN,0.5259363581826251
18/12/2022 (v6.4),Columbus Blue Jackets,MET,0.21873381864177344
18/12/2022 (v6.4),Dallas Stars,CEN,0.7335099965074777
18/12/2022 (v6.4),Detroit Red Wings,ATL,0.30846344343967946
18/12/2022 (v6.4),Edmonton Oilers,PAC,0.5725637172214462
18/12/2022 (v6.4),Florida Panthers,ATL,0.5083588891625936
18/12/2022 (v6.4),Los Angeles Kings,PAC,0.44841276611946035
18/12/2022 (v6.4),Minnesota Wild,CEN,0.5449084130619367
18/12/2022 (v6.4),Montréal Canadiens,ATL,0.25376451235434017
18/12/2022 (v6.4),Nashville Predators,CEN,0.28194480367540553
18/12/2022 (v6.4),New Jersey Devils,MET,0.7557907470750975
18/12/2022 (v6.4),New York Islanders,MET,0.6387549389652498
18/12/2022 (v6.4),New York Rangers,MET,0.6565370112009417
18/12/2022 (v6.4),Ottawa Senators,ATL,0.5085594784937439
18/12/2022 (v6.4),Philadelphia Flyers,MET,0.2751318890350082
18/12/2022 (v6.4),Pittsburgh Penguins,MET,0.7201797201009493
18/12/2022 (v6.4),San Jose Sharks,PAC,0.2789868769910373
18/12/2022 (v6.4),Seattle Kraken,PAC,0.561945825615817
18/12/2022 (v6.4),St. Louis Blues,CEN,0.30586413655911626
18/12/2022 (v6.4),Tampa Bay Lightning,ATL,0.7721071725916847
18/12/2022 (v6.4),Toronto Maple Leafs,ATL,0.7421615826716652
18/12/2022 (v6.4),Vancouver Canucks,PAC,0.32398348256480625
18/12/2022 (v6.4),Vegas Golden Knights,PAC,0.5709451007626118
18/12/2022 (v6.4),Washington Capitals,MET,0.5919098531151432
18/12/2022 (v6.4),Winnipeg Jets,CEN,0.7279306854535736
24/12/2022 (v6.5),Anaheim Ducks,PAC,0.05035289333454063
24/12/2022 (v6.5),Arizona Coyotes,CEN,0.23991314168343592
24/12/2022 (v6.5),Boston Bruins,ATL,0.9528017447561387
24/12/2022 (v6.5),Buffalo Sabres,ATL,0.5516714779892344
24/12/2022 (v6.5),Calgary Flames,CEN,0.5962679298514888
24/12/2022 (v6.5),Carolina Hurricanes,MET,0.8031038817759669
24/12/2022 (v6.5),Chicago Blackhawks,CEN,0.08191145547311843
24/12/2022 (v6.5),Colorado Avalanche,CEN,0.5682126688926254
24/12/2022 (v6.5),Columbus Blue Jackets,MET,0.15258585251674212
24/12/2022 (v6.5),Dallas Stars,CEN,0.7572192556852554
24/12/2022 (v6.5),Detroit Red Wings,ATL,0.2951886370327054
24/12/2022 (v6.5),Edmonton Oilers,PAC,0.6077633644171638
24/12/2022 (v6.5),Florida Panthers,ATL,0.40553098940839705
24/12/2022 (v6.5),Los Angeles Kings,PAC,0.4719469435245459
24/12/2022 (v6.5),Minnesota Wild,CEN,0.5119175416232412
24/12/2022 (v6.5),Montréal Canadiens,ATL,0.18045564523535276
24/12/2022 (v6.5),Nashville Predators,CEN,0.2675926666680427
24/12/2022 (v6.5),New Jersey Devils,MET,0.7741103450490268
24/12/2022 (v6.5),New York Islanders,MET,0.6744654498419678
24/12/2022 (v6.5),New York Rangers,MET,0.7211607766180739
24/12/2022 (v6.5),Ottawa Senators,ATL,0.4166032050459954
24/12/2022 (v6.5),Philadelphia Flyers,MET,0.2507317022276413
24/12/2022 (v6.5),Pittsburgh Penguins,MET,0.7539403580577525
24/12/2022 (v6.5),San Jose Sharks,PAC,0.25184048338056403
24/12/2022 (v6.5),Seattle Kraken,PAC,0.6143808799854745
24/12/2022 (v6.5),St. Louis Blues,CEN,0.2968415647393523
24/12/2022 (v6.5),Tampa Bay Lightning,ATL,0.7286428990303239
24/12/2022 (v6.5),Toronto Maple Leafs,ATL,0.8332675943604702
24/12/2022 (v6.5),Vancouver Canucks,PAC,0.31818666758501113
24/12/2022 (v6.5),Vegas Golden Knights,PAC,0.5575613544432351
24/12/2022 (v6.5),Washington Capitals,MET,0.6750854818992829
24/12/2022 (v6.5),Winnipeg Jets,CEN,0.6192027375155975
27/12/2022 (v6.5),Anaheim Ducks,PAC,0.05206441101699763
27/12/2022 (v6.5),Arizona Coyotes,CEN,0.306597482200014
27/12/2022 (v6.5),Boston Bruins,ATL,0.9439091709057892
27/12/2022 (v6.5),Buffalo Sabres,ATL,0.5411432244509611
27/12/2022 (v6.5),Calgary Flames,CEN,0.5586250077158338
27/12/2022 (v6.5),Carolina Hurricanes,MET,0.8026537267419785
27/12/2022 (v6.5),Chicago Blackhawks,CEN,0.07557232158567735
27/12/2022 (v6.5),Colorado Avalanche,CEN,0.5490580806374928
27/12/2022 (v6.5),Columbus Blue Jackets,MET,0.14965100019368788
27/12/2022 (v6.5),Dallas Stars,CEN,0.7815542063755757
27/12/2022 (v6.5),Detroit Red Wings,ATL,0.2931295572390832
27/12/2022 (v6.5),Edmonton Oilers,PAC,0.6508702192990047
27/12/2022 (v6.5),Florida Panthers,ATL,0.3987340400612377
27/12/2022 (v6.5),Los Angeles Kings,PAC,0.46451633457461106
27/12/2022 (v6.5),Minnesota Wild,CEN,0.5549236099858237
27/12/2022 (v6.5),Montréal Canadiens,ATL,0.1794704736737058
27/12/2022 (v6.5),Nashville Predators,CEN,0.24929904603896427
27/12/2022 (v6.5),New Jersey Devils,MET,0.7692226830929834
27/12/2022 (v6.5),New York Islanders,MET,0.6971162420708971
27/12/2022 (v6.5),New York Rangers,MET,0.7065870227825048
27/12/2022 (v6.5),Ottawa Senators,ATL,0.42450072545213613
27/12/2022 (v6.5),Philadelphia Flyers,MET,0.24552152798585017
27/12/2022 (v6.5),Pittsburgh Penguins,MET,0.738679190841889
27/12/2022 (v6.5),San Jose Sharks,PAC,0.2520391417993554
27/12/2022 (v6.5),Seattle Kraken,PAC,0.6082420188312834
27/12/2022 (v6.5),St. Louis Blues,CEN,0.3020691576802372
27/12/2022 (v6.5),Tampa Bay Lightning,ATL,0.719142793977575
27/12/2022 (v6.5),Toronto Maple Leafs,ATL,0.8345296726424402
27/12/2022 (v6.5),Vancouver Canucks,PAC,0.3140014815114411
27/12/2022 (v6.5),Vegas Golden Knights,PAC,0.5503767744053677
27/12/2022 (v6.5),Washington Capitals,MET,0.7079150447655393
27/12/2022 (v6.5),Winnipeg Jets,CEN,0.5932148096334529
29/12/2022 (v6.5),Anaheim Ducks,PAC,0.06729105952759569
29/12/2022 (v6.5),Arizona Coyotes,CEN,0.3041205392128229
29/12/2022 (v6.5),Boston Bruins,ATL,0.9448047881241284
29/12/2022 (v6.5),Buffalo Sabres,ATL,0.550051477847709
29/12/2022 (v6.5),Calgary Flames,CEN,0.6035500153494889
29/12/2022 (v6.5),Carolina Hurricanes,MET,0.8064216919805506
29/12/2022 (v6.5),Chicago Blackhawks,CEN,0.06985739083727022
29/12/2022 (v6.5),Colorado Avalanche,CEN,0.5363124279054596
29/12/2022 (v6.5),Columbus Blue Jackets,MET,0.1528073057608828
29/12/2022 (v6.5),Dallas Stars,CEN,0.7801077048478673
29/12/2022 (v6.5),Detroit Red Wings,ATL,0.320785663114032
29/12/2022 (v6.5),Edmonton Oilers,PAC,0.6442061728914694
29/12/2022 (v6.5),Florida Panthers,ATL,0.4080042261986295
29/12/2022 (v6.5),Los Angeles Kings,PAC,0.5165301721711458
29/12/2022 (v6.5),Minnesota Wild,CEN,0.5595476015234214
29/12/2022 (v6.5),Montréal Canadiens,ATL,0.16346477519189753
29/12/2022 (v6.5),Nashville Predators,CEN,0.2446325197491721
29/12/2022 (v6.5),New Jersey Devils,MET,0.7512727528348042
29/12/2022 (v6.5),New York Islanders,MET,0.7117583034246746
29/12/2022 (v6.5),New York Rangers,MET,0.6839609555873247
29/12/2022 (v6.5),Ottawa Senators,ATL,0.41751106545773714
29/12/2022 (v6.5),Philadelphia Flyers,MET,0.25163746960725397
29/12/2022 (v6.5),Pittsburgh Penguins,MET,0.6914635031647145
29/12/2022 (v6.5),San Jose Sharks,PAC,0.24305856549321092
29/12/2022 (v6.5),Seattle Kraken,PAC,0.578770503367293
29/12/2022 (v6.5),St. Louis Blues,CEN,0.3009949208245962
29/12/2022 (v6.5),Tampa Bay Lightning,ATL,0.7517804460274855
29/12/2022 (v6.5),Toronto Maple Leafs,ATL,0.8346878286205899
29/12/2022 (v6.5),Vancouver Canucks,PAC,0.3446786071478952
29/12/2022 (v6.5),Vegas Golden Knights,PAC,0.5203428744008052
29/12/2022 (v6.5),Washington Capitals,MET,0.7164390014172373
29/12/2022 (v6.5),Winnipeg Jets,CEN,0.5780016278864435
01/01/2023 (v6.5),Anaheim Ducks,PAC,0.04750400249242663
01/01/2023 (v6.5),Arizona Coyotes,CEN,0.3291815923815683
01/01/2023 (v6.5),Boston Bruins,ATL,0.9438937606309188
01/01/2023 (v6.5),Buffalo Sabres,ATL,0.5530750167043633
01/01/2023 (v6.5),Calgary Flames,CEN,0.6284965991617348
01/01/2023 (v6.5),Carolina Hurricanes,MET,0.8259393306329358
01/01/2023 (v6.5),Chicago Blackhawks,CEN,0.06302807217407343
01/01/2023 (v6.5),Colorado Avalanche,CEN,0.4919528963229308
01/01/2023 (v6.5),Columbus Blue Jackets,MET,0.17261860762935585
01/01/2023 (v6.5),Dallas Stars,CEN,0.8059402003817109
01/01/2023 (v6.5),Detroit Red Wings,ATL,0.31382439909030574
01/01/2023 (v6.5),Edmonton Oilers,PAC,0.6395052533359551
01/01/2023 (v6.5),Florida Panthers,ATL,0.38462523009309724
01/01/2023 (v6.5),Los Angeles Kings,PAC,0.48834055660013354
01/01/2023 (v6.5),Minnesota Wild,CEN,0.5597424101020901
01/01/2023 (v6.5),Montréal Canadiens,ATL,0.12336629175693481
01/01/2023 (v6.5),Nashville Predators,CEN,0.2697725415531036
01/01/2023 (v6.5),New Jersey Devils,MET,0.7613086559457034
01/01/2023 (v6.5),New York Islanders,MET,0.7047652845984118
01/01/2023 (v6.5),New York Rangers,MET,0.690019243150513
01/01/2023 (v6.5),Ottawa Senators,ATL,0.44780896665336417
01/01/2023 (v6.5),Philadelphia Flyers,MET,0.2961186189436684
01/01/2023 (v6.5),Pittsburgh Penguins,MET,0.6452033943732336
01/01/2023 (v6.5),San Jose Sharks,PAC,0.25695045038040176
01/01/2023 (v6.5),Seattle Kraken,PAC,0.6028520137528703
01/01/2023 (v6.5),St. Louis Blues,CEN,0.29041973969553286
01/01/2023 (v6.5),Tampa Bay Lightning,ATL,0.7581077662547113
01/01/2023 (v6.5),Toronto Maple Leafs,ATL,0.8308805472716648
01/01/2023 (v6.5),Vancouver Canucks,PAC,0.27374051058038684
01/01/2023 (v6.5),Vegas Golden Knights,PAC,0.523270770063865
01/01/2023 (v6.5),Washington Capitals,MET,0.7060838520659432
01/01/2023 (v6.5),Winnipeg Jets,CEN,0.6510682841944024
15/01/2023 (v6.5),Anaheim Ducks,PAC,0.04399886143622175
15/01/2023 (v6.5),Arizona Coyotes,CEN,0.1764299162997806
15/01/2023 (v6.5),Boston Bruins,ATL,0.9512363300861417
15/01/2023 (v6.5),Buffalo Sabres,ATL,0.49515451718872155
15/01/2023 (v6.5),Calgary Flames,CEN,0.6973483541038252
15/01/2023 (v6.5),Carolina Hurricanes,MET,0.7559154744034144
15/01/2023 (v6.5),Chicago Blackhawks,CEN,0.09642095512948007
15/01/2023 (v6.5),Colorado Avalanche,CEN,0.40858175865430174
15/01/2023 (v6.5),Columbus Blue Jackets,MET,0.13215943051181564
15/01/2023 (v6.5),Dallas Stars,CEN,0.7381694337457535
15/01/2023 (v6.5),Detroit Red Wings,ATL,0.33669531135420516
