Rating Date,Team,Division,Clutch Rating
27/11/2022 (v6.2),Dallas Stars,CEN,0.8366957224587128
27/11/2022 (v6.2),Detroit Red Wings,ATL,0.457779730362277
27/11/2022 (v6.2),Edmonton Oilers,PAC,0.7404316915731675
27/11/2022 (v6.2),Florida Panthers,ATL,0.48465365935582944
27/11/2022 (v6.2),Los Angeles Kings,PAC,0.5699134835743226
27/11/2022 (v6.2),Minnesota Wild,CEN,0.5998377423847034
27/11/2022 (v6.2),Montréal Canadiens,ATL,0.9117395520976344
27/11/2022 (v6.2),Nashville Predators,CEN,0.30567572780752306
27/11/2022 (v6.2),New Jersey Devils,MET,0.8645325070145289
27/11/2022 (v6.2),New York Islanders,MET,0.9117395520976344
27/11/2022 (v6.2),New York Rangers,MET,0.10364638693361791
27/11/2022 (v6.2),Ottawa Senators,ATL,0.2935494938344789
27/11/2022 (v6.2),Philadelphia Flyers,MET,0.7404316915731675
27/11/2022 (v6.2),Pittsburgh Penguins,MET,0.19262919869790313
27/11/2022 (v6.2),San Jose Sharks,PAC,0.02839285126631806
27/11/2022 (v6.2),Seattle Kraken,PAC,0.3801126830392211
27/11/2022 (v6.2),St. Louis Blues,CEN,0.8562031417104569
27/11/2022 (v6.2),Tampa Bay Lightning,ATL,0.6007621923502452
27/11/2022 (v6.2),Toronto Maple Leafs,ATL,0.32142946580972437
27/11/2022 (v6.2),Vancouver Canucks,PAC,0.02947525648159058
27/11/2022 (v6.2),Vegas Golden Knights,PAC,0.6853598949329135
27/11/2022 (v6.2),Washington Capitals,MET,0.2437010665713424
27/11/2022 (v6.2),Winnipeg Jets,CEN,0.9117395520976344
04/12/2022 (v6.2),Anaheim Ducks,PAC,0.01919824280710959
04/12/2022 (v6.2),Arizona Coyotes,CEN,0.14697300925235354
04/12/2022 (v6.2),Boston Bruins,ATL,0.9232353737114282
04/12/2022 (v6.2),Buffalo Sabres,ATL,0.8151620100048487
04/12/2022 (v6.2),Calgary Flames,CEN,0.5338386630557694
04/12/2022 (v6.2),Carolina Hurricanes,MET,0.24517773635806717
04/12/2022 (v6.2),Chicago Blackhawks,CEN,0.028408187891795646
04/12/2022 (v6.2),Colorado Avalanche,CEN,0.700538579963696
04/12/2022 (v6.2),Columbus Blue Jackets,MET,0.8602034233616632
04/12/2022 (v6.2),Dallas Stars,CEN,0.8602034233616632
04/12/2022 (v6.2),Detroit Red Wings,ATL,0.469720646323602
04/12/2022 (v6.2),Edmonton Oilers,PAC,0.6179070319753516
04/12/2022 (v6.2),Florida Panthers,ATL,0.4827324497299472
04/12/2022 (v6.2),Los Angeles Kings,PAC,0.5861924873020975
04/12/2022 (v6.2),Minnesota Wild,CEN,0.7275624877856525
04/12/2022 (v6.2),Montréal Canadiens,ATL,0.8792687632381814
04/12/2022 (v6.2),Nashville Predators,CEN,0.4557543236289936
04/12/2022 (v6.2),New Jersey Devils,MET,0.8193570763206096
04/12/2022 (v6.2),New York Islanders,MET,0.9232353737114282
04/12/2022 (v6.2),New York Rangers,MET,0.140068242552122
04/12/2022 (v6.2),Ottawa Senators,ATL,0.3911929678002586
04/12/2022 (v6.2),Philadelphia Flyers,MET,0.7923980977556375
04/12/2022 (v6.2),Pittsburgh Penguins,MET,0.19951115513012577
04/12/2022 (v6.2),San Jose Sharks,PAC,0.05067500079245496
04/12/2022 (v6.2),Seattle Kraken,PAC,0.469720646323602
04/12/2022 (v6.2),St. Louis Blues,CEN,0.8151620100048487
04/12/2022 (v6.2),Tampa Bay Lightning,ATL,0.6693835511541338
04/12/2022 (v6.2),Toronto Maple Leafs,ATL,0.2882727618408441
04/12/2022 (v6.2),Vancouver Canucks,PAC,0.03531362626487367
04/12/2022 (v6.2),Vegas Golden Knights,PAC,0.7038951037963938
04/12/2022 (v6.2),Washington Capitals,MET,0.16217038841470807
04/12/2022 (v6.2),Winnipeg Jets,CEN,0.9232353737114282
18/12/2022 (v6.4),Anaheim Ducks,PAC,0.01800981251060582
18/12/2022 (v6.4),Arizona Coyotes,CEN,0.20764462145219031
18/12/2022 (v6.4),Boston Bruins,ATL,0.9678362746205997
18/12/2022 (v6.4),Buffalo Sabres,ATL,0.37130390654846923
18/12/2022 (v6.4),Calgary Flames,CEN,0.30983758926548327
18/12/2022 (v6.4),Carolina Hurricanes,MET,0.7367255617095503
18/12/2022 (v6.4),Chicago Blackhawks,CEN,0.03941302907604679
18/12/2022 (v6.4),Colorado Avalanche,CEN,0.567651302683376
18/12/2022 (v6.4),Columbus Blue Jackets,MET,0.4118166725745164
18/12/2022 (v6.4),Dallas Stars,CEN,0.8420550012707454
18/12/2022 (v6.4),Detroit Red Wings,ATL,0.5764237563414945
18/12/2022 (v6.4),Edmonton Oilers,PAC,0.5232586080841513
18/12/2022 (v6.4),Florida Panthers,ATL,0.7787972254030675
18/12/2022 (v6.4),Los Angeles Kings,PAC,0.7191977755444728
18/12/2022 (v6.4),Minnesota Wild,CEN,0.9222813429467366
18/12/2022 (v6.4),Montréal Canadiens,ATL,0.7877606849340586
18/12/2022 (v6.4),Nashville Predators,CEN,0.32798498365449136
18/12/2022 (v6.4),New Jersey Devils,MET,0.8425938738070463
18/12/2022 (v6.4),New York Islanders,MET,0.8691000664620666
18/12/2022 (v6.4),New York Rangers,MET,0.12850511727463798
18/12/2022 (v6.4),Ottawa Senators,ATL,0.5764237563414945
18/12/2022 (v6.4),Philadelphia Flyers,MET,0.136818506687493
18/12/2022 (v6.4),Pittsburgh Penguins,MET,0.4970056765604318
18/12/2022 (v6.4),San Jose Sharks,PAC,0.024575700097108633
18/12/2022 (v6.4),Seattle Kraken,PAC,0.35957316716244264
18/12/2022 (v6.4),St. Louis Blues,CEN,0.5674000093253769
18/12/2022 (v6.4),Tampa Bay Lightning,ATL,0.8648495084589397
18/12/2022 (v6.4),Toronto Maple Leafs,ATL,0.6227659794748038
18/12/2022 (v6.4),Vancouver Canucks,PAC,0.051129119053744794
18/12/2022 (v6.4),Vegas Golden Knights,PAC,0.7549408257320641
18/12/2022 (v6.4),Washington Capitals,MET,0.3321152816595848
18/12/2022 (v6.4),Winnipeg Jets,CEN,0.8985553120241534
22/01/2023 (v6.5),Anaheim Ducks,PAC,0.023124625883263722
22/01/2023 (v6.5),Arizona Coyotes,CEN,0.08876285110591908
22/01/2023 (v6.5),Boston Bruins,ATL,0.9814240550607599
22/01/2023 (v6.5),Buffalo Sabres,ATL,0.39961764624954904
22/01/2023 (v6.5),Calgary Flames,CEN,0.4297700935609074
22/01/2023 (v6.5),Carolina Hurricanes,MET,0.5555437983091468
22/01/2023 (v6.5),Chicago Blackhawks,CEN,0.15969198172191806
22/01/2023 (v6.5),Colorado Avalanche,CEN,0.6415009965157485
22/01/2023 (v6.5),Columbus Blue Jackets,MET,0.35741274744827906
22/01/2023 (v6.5),Dallas Stars,CEN,0.8140572329909799
22/01/2023 (v6.5),Detroit Red Wings,ATL,0.42084975952722464
22/01/2023 (v6.5),Edmonton Oilers,PAC,0.6261004592114359
22/01/2023 (v6.5),Florida Panthers,ATL,0.6492317244306344
22/01/2023 (v6.5),Los Angeles Kings,PAC,0.6504372284312028
22/01/2023 (v6.5),Minnesota Wild,CEN,0.9125479370596649
22/01/2023 (v6.5),Montréal Canadiens,ATL,0.4893159789421713
22/01/2023 (v6.5),Nashville Predators,CEN,0.3436146023542872
22/01/2023 (v6.5),New Jersey Devils,MET,0.7714635402894241
22/01/2023 (v6.5),New York Islanders,MET,0.3687320997020395
22/01/2023 (v6.5),New York Rangers,MET,0.10439832493305506
22/01/2023 (v6.5),Ottawa Senators,ATL,0.6248871767739702
22/01/2023 (v6.5),Philadelphia Flyers,MET,0.46970237783795044
22/01/2023 (v6.5),Pittsburgh Penguins,MET,0.3307244129656555
22/01/2023 (v6.5),San Jose Sharks,PAC,0.010906137545839243
22/01/2023 (v6.5),Seattle Kraken,PAC,0.4764581983681014
22/01/2023 (v6.5),St. Louis Blues,CEN,0.7483597113340592
22/01/2023 (v6.5),Tampa Bay Lightning,ATL,0.9461235859980629
22/01/2023 (v6.5),Toronto Maple Leafs,ATL,0.7048744642662631
22/01/2023 (v6.5),Vancouver Canucks,PAC,0.0690205469699994
22/01/2023 (v6.5),Vegas Golden Knights,PAC,0.8437919897066876
22/01/2023 (v6.5),Washington Capitals,MET,0.4154671340984795
22/01/2023 (v6.5),Winnipeg Jets,CEN,0.9234958061926033
