Rating Date,Team,Division,Win Rating
13/11/2022 (v6.2),Vegas Golden Knights,PAC,0.74999875
13/11/2022 (v6.2),Washington Capitals,MET,0.47916624999999996
13/11/2022 (v6.2),Winnipeg Jets,CEN,0.5641007692307692
27/11/2022 (v6.2),Anaheim Ducks,PAC,0.16825285714285715
27/11/2022 (v6.2),Arizona Coyotes,CEN,0.42105210526315795
27/11/2022 (v6.2),Boston Bruins,ATL,0.7666657142857143
27/11/2022 (v6.2),Buffalo Sabres,ATL,0.4126980952380952
27/11/2022 (v6.2),Calgary Flames,CEN,0.41745952380952384
27/11/2022 (v6.2),Carolina Hurricanes,MET,0.4787868181818181
27/11/2022 (v6.2),Chicago Blackhawks,CEN,0.33333199999999996
27/11/2022 (v6.2),Colorado Avalanche,CEN,0.5368415789473684
27/11/2022 (v6.2),Columbus Blue Jackets,MET,0.3333325
27/11/2022 (v6.2),Dallas Stars,CEN,0.6060599999999999
27/11/2022 (v6.2),Detroit Red Wings,ATL,0.554999
27/11/2022 (v6.2),Edmonton Oilers,PAC,0.5079361904761904
27/11/2022 (v6.2),Florida Panthers,ATL,0.48095190476190475
27/11/2022 (v6.2),Los Angeles Kings,PAC,0.4826078260869564
27/11/2022 (v6.2),Minnesota Wild,CEN,0.40499900000000005
27/11/2022 (v6.2),Montréal Canadiens,ATL,0.3793642857142857
27/11/2022 (v6.2),Nashville Predators,CEN,0.39333299999999993
27/11/2022 (v6.2),New Jersey Devils,MET,0.7727263636363637
27/11/2022 (v6.2),New York Islanders,MET,0.6086947826086957
27/11/2022 (v6.2),New York Rangers,MET,0.49999909090909095
27/11/2022 (v6.2),Ottawa Senators,ATL,0.36666649999999995
27/11/2022 (v6.2),Philadelphia Flyers,MET,0.39393863636363635
27/11/2022 (v6.2),Pittsburgh Penguins,MET,0.504545
27/11/2022 (v6.2),San Jose Sharks,PAC,0.2797091304347826
27/11/2022 (v6.2),Seattle Kraken,PAC,0.6166655
27/11/2022 (v6.2),St. Louis Blues,CEN,0.44920571428571426
27/11/2022 (v6.2),Tampa Bay Lightning,ATL,0.5666655
27/11/2022 (v6.2),Toronto Maple Leafs,ATL,0.6231873913043477
27/11/2022 (v6.2),Vancouver Canucks,PAC,0.4285709523809524
27/11/2022 (v6.2),Vegas Golden Knights,PAC,0.666665652173913
27/11/2022 (v6.2),Washington Capitals,MET,0.4202891304347826
27/11/2022 (v6.2),Winnipeg Jets,CEN,0.5438573684210526
04/12/2022 (v6.2),Anaheim Ducks,PAC,0.16799879999999998
04/12/2022 (v6.2),Arizona Coyotes,CEN,0.37878727272727275
04/12/2022 (v6.2),Boston Bruins,ATL,0.7869556521739131
04/12/2022 (v6.2),Buffalo Sabres,ATL,0.37916625
04/12/2022 (v6.2),Calgary Flames,CEN,0.4486104166666667
04/12/2022 (v6.2),Carolina Hurricanes,MET,0.5279988
04/12/2022 (v6.2),Chicago Blackhawks,CEN,0.33333217391304343
04/12/2022 (v6.2),Colorado Avalanche,CEN,0.5090904545454545
04/12/2022 (v6.2),Columbus Blue Jackets,MET,0.3636354545454546
04/12/2022 (v6.2),Dallas Stars,CEN,0.6388883333333333
04/12/2022 (v6.2),Detroit Red Wings,ATL,0.4971004347826086
04/12/2022 (v6.2),Edmonton Oilers,PAC,0.5333327999999999
04/12/2022 (v6.2),Florida Panthers,ATL,0.4973327999999999
04/12/2022 (v6.2),Los Angeles Kings,PAC,0.47283851851851844
04/12/2022 (v6.2),Minnesota Wild,CEN,0.4434773913043478
04/12/2022 (v6.2),Montréal Canadiens,ATL,0.37361041666666667
04/12/2022 (v6.2),Nashville Predators,CEN,0.4434773913043478
04/12/2022 (v6.2),New Jersey Devils,MET,0.7733324
04/12/2022 (v6.2),New York Islanders,MET,0.5599992
04/12/2022 (v6.2),New York Rangers,MET,0.4743580769230769
04/12/2022 (v6.2),Ottawa Senators,ATL,0.4027770833333333
04/12/2022 (v6.2),Philadelphia Flyers,MET,0.38666599999999995
04/12/2022 (v6.2),Pittsburgh Penguins,MET,0.5373327999999999
04/12/2022 (v6.2),San Jose Sharks,PAC,0.2876533333333333
04/12/2022 (v6.2),Seattle Kraken,PAC,0.6111095833333333
04/12/2022 (v6.2),St. Louis Blues,CEN,0.39305500000000004
04/12/2022 (v6.2),Tampa Bay Lightning,ATL,0.5694429166666667
04/12/2022 (v6.2),Toronto Maple Leafs,ATL,0.6410246153846154
04/12/2022 (v6.2),Vancouver Canucks,PAC,0.4133324
04/12/2022 (v6.2),Vegas Golden Knights,PAC,0.6320503846153847
04/12/2022 (v6.2),Washington Capitals,MET,0.4230761538461539
04/12/2022 (v6.2),Winnipeg Jets,CEN,0.560604090909091
11/12/2022 (v6.4),Anaheim Ducks,PAC,0.1738082142857143
11/12/2022 (v6.4),Arizona Coyotes,CEN,0.3733328
11/12/2022 (v6.4),Boston Bruins,ATL,0.7474350000000001
11/12/2022 (v6.4),Buffalo Sabres,ATL,0.40833285714285705
11/12/2022 (v6.4),Calgary Flames,CEN,0.4678564285714286
11/12/2022 (v6.4),Carolina Hurricanes,MET,0.5382703703703704
11/12/2022 (v6.4),Chicago Blackhawks,CEN,0.2948707692307692
11/12/2022 (v6.4),Colorado Avalanche,CEN,0.46133279999999993
11/12/2022 (v6.4),Columbus Blue Jackets,MET,0.34615307692307695
11/12/2022 (v6.4),Dallas Stars,CEN,0.6071417857142857
11/12/2022 (v6.4),Detroit Red Wings,ATL,0.5098755555555555
11/12/2022 (v6.4),Edmonton Oilers,PAC,0.5476185714285714
11/12/2022 (v6.4),Florida Panthers,ATL,0.47976142857142856
11/12/2022 (v6.4),Los Angeles Kings,PAC,0.49222133333333323
11/12/2022 (v6.4),Minnesota Wild,CEN,0.4185177777777777
11/12/2022 (v6.4),Montréal Canadiens,ATL,0.38148074074074073
11/12/2022 (v6.4),Nashville Predators,CEN,0.4079992
11/12/2022 (v6.4),New Jersey Devils,MET,0.7530855555555556
11/12/2022 (v6.4),New York Islanders,MET,0.5517234482758621
11/12/2022 (v6.4),New York Rangers,MET,0.4977003448275862
11/12/2022 (v6.4),Ottawa Senators,ATL,0.40740666666666664
11/12/2022 (v6.4),Philadelphia Flyers,MET,0.3928564285714286
11/12/2022 (v6.4),Pittsburgh Penguins,MET,0.5749992857142857
11/12/2022 (v6.4),San Jose Sharks,PAC,0.3033323333333333
11/12/2022 (v6.4),Seattle Kraken,PAC,0.5641011538461539
11/12/2022 (v6.4),St. Louis Blues,CEN,0.38641925925925924
11/12/2022 (v6.4),Tampa Bay Lightning,ATL,0.5802455555555556
11/12/2022 (v6.4),Toronto Maple Leafs,ATL,0.6666655172413793
11/12/2022 (v6.4),Vancouver Canucks,PAC,0.41666535714285713
11/12/2022 (v6.4),Vegas Golden Knights,PAC,0.5931024137931035
11/12/2022 (v6.4),Washington Capitals,MET,0.4827579310344828
11/12/2022 (v6.4),Winnipeg Jets,CEN,0.6282034615384616
18/12/2022 (v6.4),Anaheim Ducks,PAC,0.2145821875
18/12/2022 (v6.4),Arizona Coyotes,CEN,0.37930965517241383
18/12/2022 (v6.4),Boston Bruins,ATL,0.728888
18/12/2022 (v6.4),Buffalo Sabres,ATL,0.4655909677419354
18/12/2022 (v6.4),Calgary Flames,CEN,0.44408516129032255
18/12/2022 (v6.4),Carolina Hurricanes,MET,0.5733320000000001
18/12/2022 (v6.4),Chicago Blackhawks,CEN,0.26436689655172413
18/12/2022 (v6.4),Colorado Avalanche,CEN,0.48965448275862067
18/12/2022 (v6.4),Columbus Blue Jackets,MET,0.3222213333333333
18/12/2022 (v6.4),Dallas Stars,CEN,0.6041656249999999
18/12/2022 (v6.4),Detroit Red Wings,ATL,0.45888799999999996
18/12/2022 (v6.4),Edmonton Oilers,PAC,0.5208328125
18/12/2022 (v6.4),Florida Panthers,ATL,0.48229124999999995
18/12/2022 (v6.4),Los Angeles Kings,PAC,0.4499991176470588
18/12/2022 (v6.4),Minnesota Wild,CEN,0.476666
18/12/2022 (v6.4),Montréal Canadiens,ATL,0.3354832258064516
18/12/2022 (v6.4),Nashville Predators,CEN,0.3747117241379311
18/12/2022 (v6.4),New Jersey Devils,MET,0.666665806451613
18/12/2022 (v6.4),New York Islanders,MET,0.5416659375
18/12/2022 (v6.4),New York Rangers,MET,0.5343740625
18/12/2022 (v6.4),Ottawa Senators,ATL,0.46666599999999997
18/12/2022 (v6.4),Philadelphia Flyers,MET,0.38541593749999997
18/12/2022 (v6.4),Pittsburgh Penguins,MET,0.6033326666666666
18/12/2022 (v6.4),San Jose Sharks,PAC,0.326040625
18/12/2022 (v6.4),Seattle Kraken,PAC,0.5402286206896552
18/12/2022 (v6.4),St. Louis Blues,CEN,0.4043003225806452
18/12/2022 (v6.4),Tampa Bay Lightning,ATL,0.622221
18/12/2022 (v6.4),Toronto Maple Leafs,ATL,0.6354156249999999
18/12/2022 (v6.4),Vancouver Canucks,PAC,0.392221
18/12/2022 (v6.4),Vegas Golden Knights,PAC,0.5818172727272727
18/12/2022 (v6.4),Washington Capitals,MET,0.5151509090909091
18/12/2022 (v6.4),Winnipeg Jets,CEN,0.5999983333333333
